"predicate","response"
"thin",0.73
"arrogant",0.86
"legislative",0.52
"balanced",0.47
"hidden",0.69
"collaborative",0.66
"Roman",0.33
"future",0.26
"enjoyable",1
"greenish",0.76
"tragic",0.81
"agricultural",0.35
"half",0
"greasy",0.73
"Spanish",0.04
"untidy",0.73
"oily",0.79
"unnamed",0.69
"current",0.13
"extensive",0.51
"verbal",0.11
"permanent",0.06
"metropolitan",0.18
"quality",0.79
"legislative",0.04
"original",0.78
"Victorian",0.08
"hormonal",0.38
"administrative",0.07
"agricultural",0.15
"busy",0.92
"gentle",0.81
"constitutional",0.14
"regulatory",0.1
"visual",0.23
"tragic",0.83
"hazardous",0.5
"loud",0.77
"fateful",0.69
"virtuous",0.92
"adult",0.41
"genuine",0.66
"mechanical",0.15
"rear",0.15
"sensible",0.73
"syntactic",0.17
"relevant",0.72
"Shiite",0.08
"thorough",0.62
"industrial",0.22
"unnamed",0.16
"hot",0.48
"dubious",0.7
"stylistic",0.89
"vaunted",0.58
"south",0.13
"self",0.39
"sharp",0.4
"regulatory",0.22
"reserved",0.57
"own",0.26
"enjoyable",0.87
"existing",0.12
"weary",0.52
"horizontal",0.06
"fun",0.89
"rich",0.77
"Greek",0.07
"cool",0.91
"english",0.09
"sound",0.7
"educational",0.66
"considerable",0.61
"unpleasant",1
"extraordinary",0
"successful",1
"standard",0
"coral",0
"dazzling",1
"low",1
"Chinese",1
"sensible",1
"fitting",1
"British",1
"horizontal",1
"hazardous",0
"open",1
"colonial",0
"industrial",0
"vicious",0
"noisy",0.97
"twisted",0.94
"prominent",1
"vegan",0.01
"Pashtun",0.51
"charming",0.97
"arrogant",0.99
"dangerous",0.01
"extinct",0.05
"sexual",1
"flat",0.99
"alleged",0.02
"countless",0.49
"literary",0.66
"wooden",0
"strict",0.69
"inspiring",1
"vacant",0.25
"Macedonian",0.32
"sharp",0.77
"affordable",1
"morphological",0.72
"linguistic",0.7
"original",1
"mythical",0.3
"hostile",0.69
"Victorian",0.8
"dry",0.3
"prosperous",0.74
"level",0.51
"standing",0.27
"technological",0.27
"mechanical",0
"round",0
"coral",0.27
"populist",0.5
"administrative",0.25
"various",0.68
"Shiite",1
"Pashtun",1
"Arabic",0
"probable",0.35
"part",0
"grey",0
"quality",0.65
"hidden",0.27
"speaking",0
"glowing",0
"residential",0.33
"insufficient",0.21
"sensitive",0.6
"brown",0.24
"Scottish",0
"cognitive",0
"technological",0.59
"few",0
"armored",0.36
"untidy",0.75
"visual",0.65
"dubious",0.73
"applicable",0.19
"greenish",1
"tired",0
"current",0
"urban",0.29
"Muslim",0
"probable",1
"morphological",0.7
"open",0.56
"Armenian",0
"clear",0.26
"slimy",0
"quiet",0
"coarse",0.22
"Danish",0.14
"latin",0
"casual",0.3
"low",0.4
"tragic",0.83
"metrical",0.24
"administrative",0.15
"pragmatic",0.35
"translucent",0.11
"rear",0.2
"daytime",0.09
"sexual",0.41
"prehistoric",0.17
"inspiring",0.81
"untidy",0.78
"charming",0.89
"mythical",0.25
"Pachomian",0.7
"part",0.16
"green",0.11
"Italian",0.14
"vacant",0
"appropriate",0.88
"superb",0.94
"poetic",0.64
"insufficient",0.85
"holy",0.73
"structural",0.48
"Arabic",0.21
"brown",0.34
"Sunni",0.51
"detailed",0.23
"adult",0.25
"colonial",0.49
"automatic",0.39
"mythical",0.39
"whiskered",0.37
"virtuous",0.72
"hazardous",0.6
"alleged",0.61
"Danish",0.32
"breathtaking",0.72
"thematic",0.67
"populist",0.55
"many",0.35
"weary",0.32
"calculated",0.3
"terrible",0.59
"vacant",0.21
"relevant",0.6
"quality",0.62
"Canadian",0.2
"flavorful",0.59
"classic",0.42
"Pachomian",0.3
"pragmatic",0.39
"extraordinary",0.6
"orange",0.3
"Victorian",0.39
"Macedonian",0.76
"collaborative",0.83
"sacred",0.85
"Afghan",0.71
"clear",0.68
"fast",0.83
"Dutch",0.79
"current",0.69
"cozy",0.68
"dedicated",0.76
"glowing",0.77
"adult",0.81
"conscious",0.9
"fellow",0.77
"distinguished",0.74
"quaint",0.88
"residential",0.63
"African",0.78
"tragic",0.76
"discount",0.69
"breathtaking",0.7
"genuine",0.71
"linguistic",0.66
"literary",0.74
"elderly",0.69
"comic",0.74
"hidden",0.92
"Catholic",0.83
"red",0.84
"pretty",0.56
"digital",0.01
"calculated",0.79
"fun",0.96
"molecular",0
"same",0.95
"unbelievable",0.96
"dubious",0.96
"sexual",0.97
"mass",0.02
"honorable",0.96
"appropriate",0.96
"alleged",0.94
"brown",0.6
"hectic",0.3
"wooden",0.02
"periodic",0.04
"decisive",0.96
"metallic",0.2
"privileged",0.94
"own",0.84
"brilliant",0.47
"many",0.28
"morphological",0.13
"continued",0.2
"gentle",0.68
"sensible",0.91
"widespread",0.33
"twisted",0.18
"tired",0.71
"phenomenal",0.11
"methodological",0.4
"existing",0.63
"bushy",0.37
"societal",0.6
"english",0.47
"Canaanite",0.67
"syntactic",0.47
"artificial",0.62
"Indian",0.45
"periodic",0.65
"comic",0.4
"thin",0.61
"educational",0.39
"key",0.52
"mandatory",0.36
"Spanish",0.57
"Victorian",0.41
"standard",0.53
"Greek",0.33
"inspiring",0.55
"brown",0.39
"extensive",0.52
"grey",0.4
"Russian",0.62
"innovative",0.42
"considerable",0.58
"virtuous",0.41
"clear",0.6
"linguistic",0.39
"intense",0.62
"discount",0.88
"starched",0.38
"affordable",0.94
"few",0.32
"distinguished",0.39
"still",0.03
"virtuous",0.45
"wizarding",0.77
"unnamed",0.08
"offensive",0.93
"Armenian",0.08
"dry",0.06
"pink",0.09
"hot",0.45
"greasy",0.3
"metropolitan",0.08
"various",0.83
"upscale",0.79
"monetary",0.33
"British",0.08
"considerable",0.8
"mighty",0.77
"agricultural",0.03
"fluorescent",0.1
"hazardous",0.36
"shy",0.59
"interior",0.11
"lasting",0.75
"slimy",0.15
"furry",0.18
"Greek",0.24
"busy",0.25
"liberal",0.88
"adequate",0.47
"lasting",0
"random",0.94
"methodological",0.02
"brown",0.26
"fiscal",0.03
"unnamed",0.02
"promising",0.78
"agricultural",0.05
"metallic",0.31
"hostile",0.36
"Korean",0.02
"affordable",0.8
"Russian",0.04
"Danish",0.26
"Indian",0.79
"stale",0.14
"greasy",0.09
"verbal",0
"another",0.5
"wooden",0.13
"inspiring",0.52
"slimy",0.2
"insulting",0.16
"industrial",0.12
"breathtaking",0.14
"municipal",0.11
"European",0.75
"comic",0.28
"adult",0.56
"standard",0.65
"profound",0.35
"thorough",0.59
"heavy",0.68
"technological",0.43
"colonial",0.66
"other",0.41
"extra",0.69
"stylistic",0.49
"english",0.66
"daytime",0.43
"mighty",0.65
"African",0.43
"horizontal",0.53
"adequate",0.45
"mandatory",0.61
"brown",0.74
"unpretentious",0.3
"vaunted",0.65
"low",0.4
"existing",0.68
"bipedal",0.42
"virtuous",0.73
"inspiring",0.52
"privileged",0.72
"distinguished",0.83
"Elizabethan",0.81
"functional",0.87
"distinguished",0.7
"liberal",0.9
"arrogant",0.65
"uncut",0.46
"strict",0.96
"genetic",0.1
"metallic",0.1
"verbal",0.6
"agricultural",0.3
"innovative",0.89
"sound",0.61
"speaking",0.07
"hormonal",0.67
"considerable",0.27
"many",0.81
"twisted",0.49
"conscious",0.72
"cool",0.92
"quaint",0.39
"Muslim",0.17
"Greek",0.33
"youthful",0.84
"calculated",0.36
"legislative",0.21
"glowing",0.79
"famous",0.96
"industrial",0.01
"fellow",0.56
"circular",0.04
"fiscal",0.08
"vegan",0.08
"absurd",0.8
"twisted",0.51
"brief",0.57
"future",0.03
"green",0.21
"interior",0.28
"thorough",0.74
"European",0.06
"cognitive",0.11
"bulging",0.33
"harmful",0.4
"quality",0.79
"brown",0.26
"south",0.06
"english",0.12
"hostile",0.47
"curly",0.27
"Pachomian",0.51
"genetic",0.12
"wizarding",0.13
"automatic",0.15
"untidy",0.49
"random",0.14
"stylistic",0.29
"virtuous",0.82
"metropolitan",0.3
"horizontal",0.08
"honorable",0.82
"oily",0.43
"thorough",0.45
"own",0.47
"furry",0.5
"Arabic",0.46
"extra",0.47
"permissive",0.45
"bleary",0.51
"hectic",0.41
"tragic",0.46
"municipal",0.33
"domestic",0.54
"daytime",0.37
"upscale",0.5
"pragmatic",0.48
"english",0.49
"pretty",0.46
"extinct",0.49
"random",0.51
"competent",0.51
"subsequent",0.51
"fun",0.53
"low",0.51
"bulging",0.52
"reserved",0.52
"deep",0.52
"Dutch",0.51
"linguistic",0.51
"inspiring",0.51
"casual",0.5
"balanced",0.65
"digital",0.27
"hostile",0.25
"unnamed",0.28
"pragmatic",0.78
"extra",0.82
"glowing",0.85
"fellow",0.25
"collaborative",0.29
"dangerous",0.68
"rear",0.26
"neurological",0.19
"extensive",0.36
"future",0.88
"British",0.82
"enjoyable",0.71
"fun",0.35
"insulting",0.23
"literary",0.66
"environmental",0.21
"weary",0.32
"thorough",0.73
"sexual",0.8
"competent",0.67
"level",0.37
"Arabic",0.76
"nutritional",0.35
"latin",0.24
"higher",0.37
"resilient",0.28
"morphological",0.7
"unexpected",0.25
"quiet",0.29
"rear",0.8
"classic",0.32
"innovative",0.81
"comic",0.8
"youthful",0.29
"furry",0.24
"Macedonian",0.48
"sacred",0.68
"greasy",0.21
"honorable",0.28
"rapid",0.26
"brown",0.77
"still",0.54
"mathematical",0.57
"such",0.5
"mythical",0.61
"compact",0.67
"considerable",0.75
"enjoyable",0.25
"unwanted",0.19
"extreme",0.16
"Victorian",0.44
"pretty",0.53
"Arabic",0.67
"current",0.66
"Caribbean",0.78
"half",0.76
"talented",0.83
"Shakespearean",0.63
"wild",0.68
"morphological",0.21
"regulatory",0.18
"enjoyable",0.97
"Asian",0.03
"mandatory",0.03
"pretty",0.96
"profound",0.97
"countless",0.02
"quiet",0.09
"metrical",0.04
"green",0.02
"fitting",0.8
"Korean",0
"intense",0.77
"Pashtun",0.49
"part",0.04
"marvelous",0.97
"compact",0.09
"vibrant",0.17
"absurd",0.83
"casual",0.77
"societal",0.69
"neoclassical",0.21
"bipedal",0
"environmental",0.2
"busy",0.21
"many",0.68
"visual",0.81
"metropolitan",0.7
"grand",0.12
"regulatory",0.19
"scant",0.77
"troubled",0.81
"prehistoric",0.08
"deep",0.94
"monetary",0.93
"applicable",0.01
"existing",0.04
"African",0.93
"part",0.94
"same",0.04
"level",0.19
"tropical",0.1
"regular",0.09
"starched",0.01
"balanced",0.9
"mechanical",0.07
"translucent",0.95
"classic",0.89
"holy",0.93
"prosperous",0.07
"dangerous",0.95
"academic",0.08
"horizontal",0.05
"urban",0.94
"cozy",0.04
"inspiring",0.08
"tragic",0.09
"vegan",0.16
"grey",0.96
"resilient",0.92
"rich",0.92
"fluorescent",0.22
"populist",0.92
"random",0.28
"other",0.91
"strict",0.93
"pretty",0.9
"Dutch",0.12
"permanent",0.13
"Catholic",0.11
"hectic",0.87
"nineteenth",0.67
"gentle",0.47
"open",0.78
"thorough",0.29
"still",0.81
"stray",0.49
"arrogant",0.95
"level",0.14
"youthful",0.96
"vertical",0.88
"vaunted",0.77
"english",0.11
"precise",0.86
"Canadian",0.13
"adequate",0.84
"successful",0.92
"maternal",0.1
"complex",0.49
"Canadian",0
"automatic",0.1
"brilliant",0.86
"vaunted",0.43
"compact",0.44
"scant",0.05
"last",0
"resilient",0.45
"shy",0.64
"mandatory",0
"quality",0.81
"own",0.49
"heavy",0.66
"brief",0.48
"structural",0.49
"honorable",0.7
"many",1
"fellow",0.48
"armored",0.32
"loud",0.76
"breathtaking",1
"slimy",0.6
"increased",0.24
"prehistoric",0
"bipedal",0
"pink",0.1
"practical",0.8
"speaking",1
"artificial",0.84
"molecular",1
"instant",0.11
"environmental",1
"dry",0.12
"hostile",0.9
"youthful",1
"affordable",1
"thematic",1
"upscale",1
"applicable",0.94
"massive",1
"plenary",1
"part",0.94
"sexual",0.79
"fair",0.72
"Moslem",0.54
"regular",0.64
"hot",0.25
"Soviet",0.9
"intense",0.38
"mechanical",0.9
"such",0.31
"fitting",0.64
"famous",0.38
"round",0.86
"brown",1
"abundant",0.88
"brilliant",0.8
"quaint",0.61
"mechanical",0.2
"comfortable",0.76
"bulging",0.16
"monetary",0.08
"low",0.08
"grey",0.09
"available",0.31
"Danish",0.07
"Moslem",0.11
"precise",0.33
"cool",0.84
"harmful",0.37
"hectic",0.38
"adequate",0.42
"sleek",0.46
"greasy",0.29
"dry",0.23
"verbal",0.06
"vacant",0.15
"Caribbean",0.08
"superb",0.45
"neoclassical",0.15
"such",0
"fair",0.42
"sacred",0.89
"Shiite",0.07
"greenish",0.26
"same",0.5
"deep",0.18
"metropolitan",0
"Arabic",0.16
"remaining",0.84
"senatorial",0.48
"dangerous",0.86
"whiskered",0.05
"horizontal",0.11
"Victorian",0.78
"enough",0.8
"chief",0.15
"subsequent",0.08
"green",0.88
"regulatory",0.84
"twisted",0.95
"thematic",0.33
"British",0.14
"stale",0.32
"judicial",0.79
"successful",0.88
"Indian",0.22
"balanced",0.64
"extreme",0.84
"open",0
"vicious",0.59
"practical",0.34
"fast",0.5
"constitutional",0.2
"profound",0.71
"probable",0.83
"Scottish",0.11
"Greek",0
"promising",0.6
"Elizabethan",0.67
"starched",0.45
"amiable",0.3
"Korean",0.03
"decisive",0.72
"genetic",0.61
"lasting",0.6
"Canadian",0.15
"noble",0.89
"regular",0.74
"African",0.2
"practical",0.55
"colonial",0.21
"appropriate",0.89
"own",0.89
"Indian",0.06
"several",0.74
"visual",0.83
"comfortable",0.99
"red",0.8
"twisted",0.31
"British",0.28
"hidden",0.45
"upper",0.5
"Arabic",0.16
"municipal",0.27
"mythical",0.76
"virtuous",0.73
"part",0.65
"industrial",0.1
"successful",0.19
"Moslem",0
"quiet",0.08
"promising",0.78
"structural",0
"harmful",0.43
"populist",0.75
"practical",0.81
"maternal",0.68
"same",0.22
"cool",0.9
"brown",0
"quality",0.53
"half",0.08
"available",0.17
"strict",0.9
"bipedal",0
"fitting",0.37
"speaking",0
"amiable",0.56
"permanent",0.16
"functional",0.33
"permissive",0.45
"english",0
"residential",0.1
"vicious",0.69
"competent",0.8
"Spanish",0
"functional",0.91
"monetary",0.05
"various",0.92
"twisted",0.09
"original",0.92
"competent",0.96
"Moslem",0.03
"Caribbean",0.06
"greasy",0.06
"slimy",0.05
"British",0.01
"sleek",0.04
"extreme",0.95
"talented",0.97
"academic",0.02
"educational",0.95
"domestic",0.05
"hidden",1
"molecular",0.05
"mythical",0.96
"Sunni",0.04
"epistemic",0.13
"visual",0.87
"mathematical",0.1
"intelligent",0.95
"Arabic",0.92
"fateful",0.09
"wild",0.96
"permissive",0.96
"structural",0.95
"sound",0.12
"populist",0.12
"Shakespearean",0.33
"municipal",0.12
"available",0.13
"wild",0.35
"stray",0.38
"extraordinary",0.59
"gentle",0.33
"extinct",0.12
"current",0.11
"Soviet",0.12
"academic",0.13
"charming",0.64
"conscious",0.13
"Muslim",0.1
"athletic",0.13
"honorable",0.77
"enough",0.56
"dazzling",0.54
"residential",0.08
"technological",0.16
"unwanted",0.69
"monetary",0.15
"Pachomian",0.49
"oily",0.31
"Pashtun",0.49
"latin",0.25
"environmental",0.2
"glowing",0.14
"talented",0.82
"methodological",0.74
"prehistoric",0.06
"increased",0.03
"fun",0.79
"english",0
"open",0.15
"harmful",0.7
"normal",0.86
"blank",0.06
"low",0.24
"calculated",0.75
"domestic",0.07
"empty",0.1
"western",0.05
"unbelievable",0.8
"coral",0.08
"mighty",0.81
"Moslem",0.03
"higher",0.3
"terrible",0.84
"sound",0.11
"quality",0.8
"such",0.5
"shy",0.82
"wild",0.78
"uncut",0.15
"alleged",0.86
"Shakespearean",0.07
"Arabic",0
"quiet",0.66
"poetic",0.56
"metropolitan",0.15
"Arabic",0.02
"inspiring",0.64
"industrial",0.22
"existing",0.01
"compound",0.21
"Roman",0.03
"greasy",0.64
"Russian",0.02
"circular",0.16
"populist",0.68
"hostile",0.36
"same",0.22
"instant",0.41
"domestic",0.08
"technological",0.12
"periodic",0.76
"superb",0.97
"regulatory",0.28
"countless",0.84
"Caribbean",0.12
"rich",0.62
"olympic",0.65
"Soviet",0.03
"brief",0.85
"fun",0.95
"vaunted",0.68
"available",0.26
"maternal",0.78
"functional",0
"higher",0.08
"noisy",0.58
"circular",0
"absurd",0.83
"mass",0.1
"vivid",0.85
"mighty",0.75
"harmful",0.34
"methodological",0.15
"random",0.93
"extraordinary",1
"molecular",0
"nutritional",0.25
"armored",0.13
"commonplace",0.86
"digital",0
"dizzy",0.78
"available",0.17
"blank",0.32
"prosperous",0.76
"tragic",0.88
"whiskered",0.07
"cozy",1
"Shiite",0
"pretty",1
"speaking",0.83
"conscious",0.18
"own",0.71
"detailed",0.34
"considerable",0.5
"normal",0.7
"reserved",0.25
"slimy",0.21
"literary",0.3
"wooden",0.11
"Italian",0.15
"mandatory",0.18
"random",0.13
"part",0.66
"greenish",0.37
"enough",0.53
"scant",0.25
"vegan",0.14
"curly",0.12
"genuine",0.53
"uncut",0.5
"brilliant",0.32
"increased",0.14
"flat",0.15
"strict",0.27
"fiscal",0.1
"prosperous",0.33
"sound",0.46
"narrow",0.16
"open",0.53
"dazzling",0.62
"talented",0.65
"mechanical",0.2
"permissive",0.69
"municipal",0.01
"Arabic",0.08
"genetic",0.17
"weary",0.8
"indigenous",0.11
"flavorful",0.81
"terrible",0.69
"enough",0.85
"miserable",0.81
"appropriate",0.61
"adult",0.17
"metallic",0.34
"green",0.03
"Chinese",0.11
"Greek",0.16
"increased",0.09
"domestic",0.06
"absurd",0.58
"affordable",0.72
"hectic",0.75
"rapid",0.57
"horizontal",0.09
"rich",0.86
"noble",0.82
"greenish",0.96
"poetic",0.44
"colonial",0.09
"open",0.04
"Victorian",0.08
"wild",0.84
"liberal",0.82
"heavy",0.17
"successful",0.71
"quiet",0.08
"Roman",0.12
"vacant",0.2
"enjoyable",0.84
"instant",0.47
"noble",0.71
"alleged",0.36
"brief",0.31
"own",0.17
"wizarding",0.87
"low",0.32
"curly",0.29
"informed",0.8
"Spanish",0.07
"extra",0.85
"promising",0.8
"comic",0.65
"academic",0.8
"literary",0.8
"nineteenth",0.03
"dry",0.17
"sacred",0.76
"Korean",0.08
"mighty",0.64
"sound",0.22
"still",0.72
"hazardous",0.66
"prominent",0.4
"communal",0.64
"western",0.69
"further",0.4
"part",0.87
"colonial",0.45
"offensive",0.8
"Asian",0.34
"bulging",0.65
"pretty",0.41
"such",0.72
"greenish",0.1
"several",0.4
"plenary",0.76
"insulting",0.53
"hostile",0.29
"appropriate",0.44
"Pachomian",0.65
"chief",0.23
"environmental",0.54
"relevant",0.68
"visual",0.43
"brown",0.53
"other",0.27
"metallic",0.67
"open",0.43
"self",0.58
"various",0.39
"municipal",0.54
"abundant",0.82
"curly",0.51
"Spanish",0.55
"twisted",0.36
"royal",0.25
"thin",0.76
"casual",0.84
"industrial",0.25
"enough",0.73
"few",0.68
"slimy",0.53
"visual",0.6
"neurological",0.19
"low",0.73
"functional",0.72
"arrogant",0.59
"quaint",0.7
"unpretentious",0.75
"sharp",0.52
"statistical",0.23
"sensitive",0.61
"hectic",0.56
"successful",0.56
"immense",0.61
"breathtaking",0.69
"reserved",0.67
"Moslem",0.17
"original",0.56
"appropriate",0.63
"orange",0.01
"functional",0.82
"neurological",0.66
"hectic",0.99
"prominent",0.85
"vegan",0.25
"virtuous",0.97
"European",0.07
"random",0.66
"terrible",0.97
"fair",0.84
"precise",0.56
"legislative",0.24
"tragic",0.92
"elderly",0.71
"reserved",0.85
"enjoyable",0.99
"Roman",0.06
"Armenian",0.04
"horizontal",0.25
"another",0.59
"wooden",0.45
"thorough",0.81
"dry",0.72
"visual",0.46
"lasting",0.65
"ironic",0.82
"structural",0.34
"starched",0.64
"Pachomian",0.02
"greasy",0.77
"Korean",0
"narrow",0.64
"extinct",0.03
"hot",0.64
"offensive",0.98
"gentle",0.86
"successful",0.99
"fun",0.96
"continued",0.49
"extraordinary",0.73
"intense",0.78
"balanced",0.78
"massive",0.84
"mass",0.49
"cozy",0.96
"Russian",0
"quaint",0.72
"municipal",0.04
"informed",0.52
"pink",0.15
"legislative",0
"starched",0.09
"youthful",0.09
"same",0.04
"unpretentious",0.27
"chief",0.06
"linguistic",0.06
"troubled",0.56
"permanent",0.04
"metrical",0.03
"quick",0.72
"European",0.08
"academic",0.06
"elderly",0.6
"blank",0.06
"whiskered",0.11
"unwanted",0.51
"industrial",0.53
"decent",0.85
"administrative",0.11
"societal",0.8
"detailed",0.93
"half",0.05
"interior",0.04
"extreme",0.85
"colonial",0.1
"pretty",0.97
"adult",0.07
"oily",0.16
"few",0.68
"Chinese",0.05
"red",0.02
"fateful",0.52
"low",0.42
"subsequent",0.49
"various",0.75
"considerable",0.89
"collaborative",0.77
"Canadian",0.05
"comparable",0.84
"strict",0.7
"same",0.68
"interior",0.5
"informed",0.54
"fun",0.49
"gentle",0.4
"horizontal",0.58
"comfortable",0.37
"privileged",0.57
"sound",0.39
"noble",0.61
"compact",0.37
"own",0.63
"continued",0.35
"quaint",0.62
"Shakespearean",0.39
"starched",0.62
"cognitive",0.42
"bulging",0.6
"immense",0.41
"digital",0.61
"probable",0.44
"flat",0.68
"decisive",0.53
"Asian",0.47
"dizzy",0.61
"regulatory",0.45
"extreme",0.61
"metropolitan",0.44
"open",0.58
"noisy",0.64
"armored",0.85
"detailed",0.56
"breathtaking",0.33
"few",0.79
"vivid",0.3
"maternal",0.34
"Czech",0.05
"digital",0.25
"quiet",0.53
"fast",0.52
"existing",0.72
"hot",0.64
"continued",0.41
"loud",0.39
"communal",0.36
"mandatory",0.23
"sensitive",0.2
"furry",0.54
"intelligent",0.44
"privileged",0.47
"African",0.4
"molecular",0.32
"absurd",0.6
"unnamed",0.53
"relevant",0.43
"distinguished",0.44
"noble",0.54
"subsequent",0.37
"cozy",0.44
"vegan",0.62
"vacant",0.29
"speaking",0.19
"Greek",0.41
"sensitive",0.4
"higher",0.61
"wizarding",0.35
"literary",0.3
"upper",0.33
"Pashtun",0.35
"fast",0.33
"uncut",0.27
"sound",0.27
"other",0.2
"tired",0.28
"half",0.24
"olympic",0.35
"curly",0.24
"several",0.25
"bushy",0.27
"own",0.28
"oily",0.26
"genuine",0.3
"insufficient",0.17
"instant",0.24
"narrow",0.2
"Dutch",0.23
"neoclassical",0.24
"coarse",0.2
"Armenian",0.35
"wooden",0.74
"methodological",0.52
"brilliant",0.62
"horizontal",0.7
"bipedal",0.7
"maternal",0.36
"still",0.61
"Afghan",0.59
"circular",0.81
"level",0.74
"Catholic",0.73
"gross",0.74
"Moslem",0.81
"hormonal",0.76
"decent",0.8
"fast",0.71
"flat",0.74
"Caribbean",0.78
"Pashtun",0.69
"Indian",0.74
"fitting",0.73
"casual",0.71
"Italian",0.74
"mechanical",0.7
"higher",0.74
"key",0.74
"online",0.76
"inspiring",0.79
"Roman",0.69
"Arabic",0.78
"normal",0.9
"upscale",0.91
"domestic",0.51
"tropical",0.3
"many",0.82
"increased",0.69
"extra",0.92
"coral",0.09
"scant",0.89
"bleary",0.69
"digital",0.19
"curly",0.66
"rich",0.93
"random",0.78
"coarse",0.76
"distinguished",0.83
"immense",0.63
"Scottish",0.06
"complex",0.77
"harmful",0.73
"absurd",0.91
"unpleasant",0.94
"resilient",0.77
"royal",0.27
"residential",0.48
"suburban",0.41
"further",0.71
"stylistic",0.59
"latin",0.19
"plenary",0.5
"royal",0.37
"African",0.07
"unexpected",0.61
"intelligent",0.59
"genuine",0.51
"charming",0.77
"Korean",0.06
"bleary",0.47
"visual",0.3
"collaborative",0.7
"residential",0.24
"Elizabethan",0.07
"translucent",0.09
"instant",0.66
